gene_name,logFC
NUTF2,-0.9371230151699361
ZNF184,1.8249963708006895
MIIP,-0.7319797773199188
PSMF1,-0.9590421079615401
STRADB,1.6608300125536273
KLHL4,1.180040197057747
WDR35,0.9358192779065222
MX1,2.43181691102414
ANXA2,-1.6511050235573859
SAP30,0.8951801568148169
CD82,-0.740615647799029
TTLL7,0.9231273680827762
VPS13B,0.6341051364124707
RTL1,2.614569740192284
VWA1,-0.8384089633184219
FA2H,-1.517092935910901
UST,1.1916175288624888
ATOX1,-0.8382748440099369
ATP7A,1.1857196126128302
FUT4,1.0201270106169475
DIAPH3,0.688959096663891
FOSB,-2.204977810918821
S100P,-3.63353637158111
TBXA2R,1.5462307840179499
REV1,0.8460382744382975
TMEM230,-0.8920297429770542
ZPR1,-0.8020751950435765
IDH3A,-0.6208270965987952
PLAT,0.7540020809902754
HOOK3,0.6232031563463551
APOL6,0.7720635669864166
PLEKHA1,-0.7107188803928337
GPC2,1.2268679914796836
ZNF221,1.1087087815371313
CATSPER1,1.073245751830244
EMILIN2,1.0463995717717638
PKM,-1.1592896233558099
NSD2,0.6741245636522345
MYBPHL,-2.6860826031877316
AIFM2,0.7529000930665435
PM20D2,-0.6884037437236203
C5,1.7000277252584317
LRRK1,-0.9354973873594314
FAM149A,1.7161673648738884
SERPINE2,1.2456191300371113
NOSTRIN,1.2279276474275256
RAB11FIP1,-0.6113358018540369
TBC1D15,1.2446064399160675
ZNF44,1.1771775339939918
PCDHGB7,1.1237046540538034
AMZ2,-1.2106519525027029
SLC25A22,-0.94255824609822
RUFY1,0.6221783531432438
ERVW-1,1.474660422807111
ORMDL1,0.9823928133133217
DMTN,-0.8244016403518827
TTC8,-0.7281429359793744
RPL37,-0.8447311874049385
ANGPTL4,-1.3211754515704373
PHF8,-0.8863217313049186
MBD2,-0.7418770363837026
C15orf39,-1.169137224597819
SMARCD2,-0.6012762130827893
C9orf116,0.9706221949939672
IPO8,0.8916309699578333
PNISR,0.6804012005452809
PIK3C2B,-1.0105684885997492
TMEM11,-1.2477617852011282
CNTN5,2.2551492076777153
SRPK1,-0.6631747631202723
SERPINB10,-3.4698860358343797
CDKN3,0.57091464994014
SMYD5,-0.6198207691125662
BUD13,-0.6987656704054908
TBC1D30,-2.3136110637658702
ETV3,-0.6059586066551741
UNC93B1,0.6675416117494821
PCDHB11,3.2679423127850087
TM2D2,0.7404402069651461
MRPS33,-0.7751742264715791
ZBTB7A,-0.8382835186847177
TNFRSF13C,1.362301585638703
BCKDHB,0.6845259264780313
MMEL1,3.3252880056626415
MTUS1,-0.7607649143447359
SP100,0.7930723173592112
RAPGEF2,0.6465359840384279
NOLC1,-1.0075892974456317
BAG1,-0.7419552721501123
RNF217,-0.7639500838042914
DUS1L,-0.6875696066860719
PUS10,1.1556934040204918
C2orf69,0.9507212214896633
EAF1,-0.7755563172296981
BTN3A1,0.8810607211935217
LMAN1,0.6512639645106966
CXCL8,-1.663106072077993
BTN2A1,0.6783442391170045
RPL28,-1.04946104391287
ZNF445,0.6293185822700702
TBXAS1,1.1654181440284812
ING4,0.7742448901087711
CPA4,1.7728400012981997
SNX10,-1.6956243541268956
HSPA1B,-0.9807890981994009
SCML2,0.8126669403288344
SCUBE3,1.455886142472067
SDC3,1.087608722812811
SUMO1,1.2031348240359145
TMEM131L,-0.828636351272241
AP1S2,1.012745418425315
TFCP2,-0.6108115153020196
CFAP44,1.0836631177799887
SPC24,0.6414152337153679
CNN3,0.6474673564985644
ANXA1,-0.8132623177921154
FAM86B1,-0.9433968459383141
NTN3,2.2028989766533127
MTLN,-1.4196851797876833
PLEKHG6,-0.9583639720808524
OTUD1,-1.2296108085507287
HUS1,-0.6525052837507536
C1orf226,-1.3623385871077933
RDH5,1.9830270080024708
ADM,1.2534907703616747
MAST3,0.6764352264580259
GSTA4,1.3145419080279626
UBR3,0.8213540541152619
FILIP1L,0.9011064148275155
KIRREL2,2.0755825085867836
ZNF736,0.7442517999727525
ZNF419,1.1016714152821487
GREB1L,-0.8813384655739489
HLTF,1.8551584487687367
HS3ST5,3.707776115944538
TGFBR3,1.7399508422870091
BRI3BP,-0.7237746087081691
TTBK1,1.8159225206115561
RUVBL1,-0.6539889219850632
ACD,-0.9063608508413628
EGLN2,0.8568633911232671
DHRS2,-0.9876429319130834
MT-CYB,-1.606361912343806
FAM167A,-1.6531369861024747
VAMP5,-1.2491766642936029
ACAP2,0.6763620465592847
ABCF2,-1.0399930355444074
BBOF1,1.0056978401324268
"NALCN",1.386745468103853
EPB41,-0.6109029027622728
RBMS2,-1.04899713409073
CNGB1,-1.8341344318721413
ANKRD50,0.9755217183889263
OSBPL10,-0.6281896621876187
ZNF532,-0.9064165298865591
ITGA2B,1.4724927012469344
KAZALD1,1.30645568138344
ARSL,1.2056723614110585
MYORG,-0.6303987203461503
BAK1,-0.7011767606922397
RABEP1,0.6076095999299208
TSNAXIP1,1.2856208780803684
PPIA,-1.5586489447955714
RNF126,-0.7275509807928205
UGGT1,0.6149798763262746
C7orf26,-0.8300952835177328
SMAD1,-1.265633853865105
CGGBP1,0.6081903801768872
KLHL22,0.8691454723524532
MRPS18B,-0.6729125574689153
IFI44,1.9302026093893934
BAZ2A,-0.8012095712089756
PTCD1,-1.0566027895165808
ZNF682,0.9363256452523059
C21orf58,0.6993944327788583
ZNF253,1.3549387616686246
BBIP1,0.9762159854735266
MALL,-1.4781260606568083
HEYL,2.7222199977422608
FHIT,-1.163439585148582
HAUS8,0.6318805262614343
PSMB8,0.7150480454851172
AASS,0.7272967780853183
PFN2,0.6757948250993805
TJP1,-1.200553193223835
DCP2,1.1561469817481247
AIMP2,-1.1184714682498769
EMG1,-0.5921439806058876
PARVB,-0.6976650347134948
PFN1,-1.424429311619141
ATP11A,-0.7983735741737886
PDE3A,2.8722584505692015
ELAC2,-0.6498413841919788
FOXC2,1.732936902042278
C2CD4D,-3.294072440496933
PPP4R2,0.8560852937293324
ODF3L1,-2.9891755762136083
CCDC74B,0.9020944889379184
COL8A2,1.1009657319266466
EFCAB1,-1.2862563924250277
PPFIBP1,0.6452396744982427
PRSS35,3.329176732932829
SWSAP1,-0.9897704217051202
DACT3,1.8782599336751
TCOF1,-0.9734621582254763
WBP2,-0.8815923812537316
DYNC2H1,1.1993295440940523
ZBED4,-0.7066358326530148
MPZL1,-0.5852017824866818
ZNHIT1,-0.5702816551949781
OSBPL2,-0.5783276310433664
COX4I1,-0.763563653877556
SLC38A4,1.7518131932944967
GOLGA8O,1.7336040909880488
PPP4R1,-0.5965993335605473
DDX56,-0.6477219976392588
TASP1,-0.8879507930437329
MSN,-1.1106613608285294
GRB14,-1.258833623667223
ASTN1,2.2060622013539164
ZP4,-2.7279885768607497
CLIC4,0.7464073066863097
KAT2A,-0.7037963546837267
PTEN,0.7988140313733554
DIP2B,-0.5856560810604199
OLFML3,1.3120443413895497
CWH43,-2.8493815027136415
ELL2,-0.9161102751466106
LCP1,-2.546507090537649
MRPL36,-0.7230852207527794
DCTN6,-0.8812354609295598
CHPF,-0.8002004743509366
CTPS2,-0.6117444416079293
LYPD6B,-1.2131235949980717
RIOK1,-0.684202100576085
HSPA6,-1.5135420872679104
FBL,-0.6524457817284179
TRIP11,0.7832696305047215
PLEKHA5,-0.5921188469685038
PLB1,-1.235856723823515
C5orf24,0.7792916070700783
ARL8A,-0.7267563899476318
KRCC1,0.8567798827050348
TIMP2,1.835891383438362
PGBD5,-1.5151010370960032
NLE1,-0.6065531720641519
COX6A1,-1.2133982604925886
CYC1,-0.7499331392366857
C12orf4,1.0584946613680741
PGF,-1.0398436944173608
GLIS2,0.709193127041892
CUX1,-0.7363491765821714
DYRK4,-1.0168160837769562
ANKRD12,0.9849339725070835
OGDHL,-0.8674683944825093
RASSF8,1.0172492150119925
AGPAT4,0.720205558694734
CBLL1,-1.5172585411205146
STAT3,-0.5616945587942868
MOCS3,-0.7266948413618544
EIF2S3,-0.6368807198040459
MBD1,-0.8485419824600363
TPPP3,1.6485374510629345
UHRF1,0.9311537207138952
TPM3,-1.2505693384784202
ACHE,1.689376440063431
PJA2,0.8543485046207527
PCBD1,-0.7330378173694442
HMGB2,0.7251761701867365
NPDC1,0.7315438109601884
PLCXD2,-0.7497838695408965
RPLP2,-0.6227516270886092
C1orf131,-0.6553176583306282
ARF1,-0.7080653764224195
CD63,0.5739258878526075
EIF6,-0.8026063159794607
REPS2,-1.1261321976406324
TAMM41,-0.7050297941315845
SYNJ2BP,0.6635191368697535
PCDH7,-0.9902237865571941
EPHA5,2.7421809745847257
GPR35,1.9212621472831404
RAPGEFL1,-0.8054786676405675
COPS7A,-0.680430945666926
JMJD7,-1.968172104211329
SEC63,0.6418277540451537
SOX4,-1.0966496939455472
ITGB1,0.7066610303399912
ZNF84,0.9740885064165564
MPP3,-0.6607969718521466
CNPPD1,-0.6780946880737555
YIPF1,-0.7052613023883756
PER3,0.7676915092084813
URGCP,-0.6423544942426092
HCAR1,-0.8345000626405669
ACOXL,-1.4689707251297153
ZNF660,1.1940692345372963
CLHC1,1.3675653037613131
MT1G,-1.2022116781816137
ASB9,-1.0224908743276475
MTHFS,-1.118052713871759
SH3BP2,0.7238256069643838
CACNA2D3,1.7967892278021458
DNM3,-0.9268481844026406
LCA5,1.3346320115573649
FGFR4,0.9104652573853746
SCNM1,-0.8544829327478712
RUNX1,-1.2786282786518315
MRPL32,-0.7509708498287415
KATNAL2,1.0984016204027933
MRPS2,-0.9028173707337472
HOPX,2.0642221192291443
PDE9A,-1.2633072265388514
BRI3,-0.6709677725987769
ATP2B4,-0.9180115602943731
LETM2,-1.155683363893439
"NAP1L2",-1.4270858140762859
SPRED1,0.7861005390322328
GTDC1,0.8637045643514007
FOXG1,2.586176999409906
HIPK3,-0.7781042129502431
CHCHD4,-0.6176213242415457
SUV39H1,-0.83353985856164
RPS4X,-0.6577386279514544
FASN,-0.8339134018084915
CHMP1B,-0.6303805483512089
RAB8B,0.8163235108851173
PARD6B,-1.0091895588497013
TMEM120A,-0.6435886912718787
TMX3,1.1548337971567781
FBLIM1,-0.5971499791067205
ZNF599,0.8579355300741109
PRMT5,-0.7639000521367098
RHOU,1.292258090324151
OPRD1,2.4710392052832715
MMAB,-0.6179367919792281
PLAC9,1.5086490770124827
FOLR1,-2.7069903885722866
CD276,-0.9712005129431762
UTP14A,-0.9186367745049088
CCDC14,0.979498300537776
KIAA0825,1.5238119784827648
ZRANB1,0.9056420626098056
HSF2BP,-1.5002771536161836
SIGMAR1,-0.965854577593398
FBXO16,-1.0858016411554186
SOBP,2.4563947012996077
MT-CO3,-1.1306142373364654
SPHK1,-0.6674626424016988
PIM2,-0.7479085806816356
IGSF10,1.9908028838617946
ST6GALNAC6,1.4791676232148707
ZNF254,1.2816375082983504
SLC39A6,-0.6006433881101806
DNTTIP1,-0.8919661338539658
NIPSNAP3B,1.1452266477608732
NXT1,-0.5938905324915265
GMDS,-0.6121459385437195
TESK2,-0.8671628370805857
PEF1,-0.644755021773622
BEND3,-1.0574385153170862
PAM,1.0260888296453599
SNX33,-0.6791068850289061
PPAN,-0.9886173585200873
BTBD19,-0.7754253656558975
C11orf1,-0.7657421228693125
RPS3,-0.6872291327577518
MIA2,-0.7206436921462287
GSG1,1.8528560257594056
ITPR2,0.5952591772202532
ALDOA,-1.0843723889543775
STAT6,-0.8582227084999263
CLK1,1.0013501772246665
FOXF2,1.5564818264977995
REC8,1.221109583340363
SLC9A1,-0.9541139279814528
ZNF493,1.1289163066034456
CHRM4,2.519674842936348
BST2,2.308196403239922
RAD23A,-0.8564066617552212
WAS,1.4417946510773167
FOXL1,1.2855223848379773
DPH2,-0.7327293189913817
TLE3,-0.9176640859291123
SLC25A28,-0.7723922583128895
EPHB4,-0.6482716091380569
DCAF12,-0.6896327444669724
AKAP9,0.8712885115591411
ANKK1,-1.5201777851647875
BRSK2,1.3515128701178187
PCNX4,0.986471107387103
EIF3I,-0.6807374970419191
ASB13,-0.7508993292459426
GART,-0.579566062736938
HTRA1,0.5747691859418517
POGLUT1,0.9836463627881236
MCUB,0.9036183292762027
TMEM63B,-0.6795078604189891
NDUFA8,-0.5478010664388441
NFIA,-1.0082652341495235
KDM5B,-0.6265022039223435
INO80C,-0.7351233765662005
UBQLN2,-0.6426242982755843
FOXD2,1.4238341057464563
INAFM1,0.7605436477933296
HSD3B7,-1.4592513672700214
NMNAT3,-1.8897213569693139
EIF2AK3,0.8560329476968199
LRRC4,-1.624291866554565
TUBB4B,-0.7400075554996411
NSMCE1,-0.8270933051196679
BHLHE41,-0.9929298224016352
FIBCD1,1.8240020934288028
RRP8,-0.8333533512904293
RASSF7,-0.8373837171864872
TECTA,1.4720860292489832
EPHB1,2.0383518251663144
RABL2B,-1.0053627247050727
PLOD3,-0.6329265410810317
CRIP2,0.5708729909241829
ASPM,1.3213076186850603
BCL2L1,-1.0364586898750225
CTSL,0.6892370699446926
TSPYL1,-0.57051664977154
CRISPLD1,1.4011533851712823
CADPS2,1.5663337819052472
GCK,1.459919187812808
E2F2,0.8617740382420972
LAP3,0.6507759198092785
FHOD3,-1.0537119661515166
SAMD9,1.3458336939010265
PJVK,1.5615596615631882
"NAT14",0.6344962955549629
GABPB2,-0.6962100025833603
UNC5CL,-1.4982705990000074
IFT122,0.6276743079790567
IFNAR1,0.6142283762850356
UXT,-0.9911003268327746
GALE,-0.630089131174206
FLII,-0.7031274417179146
DMPK,0.7446875635771301
ARHGAP32,-0.70406044209036
AMOT,-1.3064404785324
REPS1,-0.6581780035630298
THOC2,0.8611565814497367
DPAGT1,-0.6268248362364877
TOGARAM1,0.842121519898092
MAP3K14,0.8336682887913982
ZDHHC21,0.7612064119914781
ZBTB38,0.8740478301933157
WNK3,1.9535178017441046
MLKL,-0.772136820828591
NLRP1,-1.1092320255490669
RAB7A,-1.1684696672363233
RTL5,1.0840212442124832
NPAS2,-1.1236859690694174
ARMCX4,1.2152631302043577
VASP,-0.6018360654335051
APOBEC3A,2.154328294959017
AMPH,2.4174891285607334
AKIRIN2,-0.7043286765312995
ROR1,1.7858528712097954
UFSP1,-1.148260365829989
CDK14,0.7864695239233157
ZNF37A,0.8360600978202991
NEFM,-1.0566134463195478
SLC17A7,1.7058744348889991
AEBP1,1.0827206035760295
MUC1,0.940549499894292
CSTB,-1.0115483542687584
ARNTL,-0.6186793670972573
EXOSC5,-0.7151872339646012
RRP7A,-0.6388236242307693
MYO1G,-2.0907272784009137
IFI27,1.548345205907022
KIF20B,1.1509476909834024
PPM1J,-0.9623161411902096
WDSUB1,1.2207535678575072
SYNC,0.9344509427227047
TIAM2,0.9421786685373865
RFC1,0.5993856990858172
POLR3K,-0.7475331290282772
TOMM34,-0.9460833363438972
GABRQ,2.0819890578559708
PARD3B,1.4418028271743175
HAS1,1.4780565619248942
TBCA,-0.5264211263340883
TRMT6,-0.631466958849139
STEAP3,0.7334048390856984
DBN1,0.7703263788393319
GJA3,1.2414718343577258
PGGHG,0.9776169114074779
B4GALNT4,0.8324531133352197
TMEM69,-0.7151846944961506
CCDC30,1.0337148503933873
NKTR,0.7129872955120466
ALDH1B1,-0.9229274832230021
KCTD5,-0.6075676204215313
TSTD3,0.8712380134736114
TRPM2,2.5790847040938156
ARHGAP6,2.0648726719507633
DCC,2.5477836019751225
PCDHGA10,0.8931275285356879
SCN4B,-1.7702179944738354
EDNRA,-1.2341692940899063
SAR1B,0.8730436162971513
POLR2I,-0.9544637579412044
TMEM205,-0.627003686363259
ECSIT,-0.576495105371779
UQCR11,-1.6689639818014093
ZNF20,1.9929605674199558
ITCH,-0.6521606132419866
ABCB1,2.493559805135589
ZNF704,-1.6132384524242107
AHSG,-1.9645398942115209
STRIP2,-0.5995363974964136
SOX13,-0.918715148486302
UBE2E2,-0.853038725065428
TAF3,-0.8887516534187182
PLCG2,-0.9344761645956909
TMEM245,0.5692432513123302
LGALSL,-0.8106915483380633
ARHGAP40,-1.7256036121255387
PPIP5K2,0.8224845740646025
SLC22A5,-0.7933597733000021
HACE1,1.1708755510171365
COL7A1,0.8957028579098338
IPO4,-2.1749265290114166
ADA2,1.0718129191951218
PROSER1,-1.0973711483256632
IQCN,1.2230197713860584
SLFN12,0.8781276161948505
RAB3IP,-0.8930002419575149
TSGA10IP,2.4669999875351825
GSTT2B,1.2672650340559806
SLC38A1,-0.6893091321094885
GOLGB1,0.7250512096888891
POMT1,0.6263422984740437
RPL23A,-0.8624351678734947
CD180,2.354537889831984
TRIM38,0.6009769400600433
PLTP,-1.0311864732927263
CAPN12,-1.5008567356626596
ROGDI,-1.0384203017318188
ACTN1,-0.7256048539187756
EMC8,-0.5746215414367135
HRK,-2.7471632580951844
GTF3C2,-0.7112239096356836
RPS16,-0.6426636778755028
HDHD3,-0.764870121545075
PCDHGA11,0.9770339433649606
NCOA4,-0.6621954960205441
YWHAG,-0.5912032560269925
PRR15,-1.1535833092347967
CCDC86,-0.8821579184188881
PI4K2A,-0.6748393078907665
SCEL,-3.2219572186664296
ANKS6,-0.6132478785924218
ZKSCAN8,0.6025875682415487
PSAT1,0.8327436193094883
SLC13A3,-0.9231161083677917
PARP3,0.742497837080456
SUCO,1.2101518021535989
LAMTOR5,-0.6519469872114401
PCM1,0.8141734112338692
PROS1,2.19579449479801
TRIM7,-0.7858786514774858
PODNL1,1.4940307385467957
ZNF606,1.0133011685099689
"NAV3",-1.0957244517723173
PARP10,1.017929569145936
MRPL24,-0.7077096901807642
FAM43A,1.298856393512816
WDPCP,0.7628016997628193
CEP19,0.9822990537757721
CRYBG3,0.8130451553305613
E2F4,-0.910247594373281
GREM1,2.342832220535646
PRR16,2.1083400848403997
FOCAD,0.7483758829244089
SLF2,0.7289864191983907
HERPUD2,-0.724404998092181
ZNF706,-0.5566987421169666
WIPF1,1.8801054658754779
PURG,3.47981107508144
H2BC18,-1.389498187480981
POMK,-0.6285890791741842
NDUFB2,-0.7826651084198835
ABHD12B,-1.1374061037375138
CADM1,-0.8010971528660231
TFPI,2.230955488185442
KIF7,0.7462898106441015
KXD1,-0.9860141900215494
C22orf15,3.485128346306692
DRG1,-0.8015323719246217
ALMS1,0.5752926415002202
MINK1,-0.7589172239443959
SIX3,2.1230121443787833
PINX1,-0.9619345878924564
KDM4B,0.6594850920927491
NIT2,-0.6592951567439592
FLT4,2.0894116286413835
CSNK2A3,-0.5827719843559978
NOP10,-1.478195164875626
LPCAT2,-0.8471049135449369
HP1BP3,0.5230810385798059
PRCC,-0.9473923927685377
MRPL10,-0.5841789256343387
PICK1,-0.6602929825163899
RDX,0.6495511689770883
GNAI1,-0.9707399202332692
POP7,-0.7793424584487829
LAMP2,0.7353480601387388
MAGIX,-1.1549873909388417
BTC,-1.47848456045859
HTR7,-0.9854516962346984
SEMA7A,0.8132713701304433
ZNF776,0.9494708664117594
MSX2,-1.765174208048905
PTPN7,2.105421687010522
ARID3A,-0.6646512970469096
GBP3,0.6190286576608226
ANGPT1,3.4594351247771526
CCDC82,1.2935920895388662
LAMC3,2.0126483160579864
RPS15A,-2.002783055370331
LSM7,-0.5467331080860514
IGFL3,-2.1556474243503887
MTG2,-0.596621768162214
ATP11B,0.8315335681759088
SAMD3,-1.3192717371629004
KCTD17,0.62751395934793
CKS1B,-0.9552548824578592
KIAA0319,1.5215507225839102
SPC25,0.9259629462434901
POU6F1,1.2288807977632759
FUOM,0.8546516666789111
ANKRD13A,-0.6770230842179701
ZNF25,1.221513608434878
ZNF780A,0.9482475062751804
DEPDC1,1.0507166506464092
KIF18A,1.0691595569877115
APP,-0.622633092159649
ITGB5,0.6408933273760946
PCDHB10,2.153178425416055
MAPK15,-1.218745649480937
KIAA0319L,0.5784707034759675
TRAPPC3,-0.6684738973161146
USP36,-0.8367466104070472
ATRNL1,2.5035836176735393
DLL3,-1.1615149611696036
CNN2,-0.7338940995642455
C16orf86,1.586845995203876
GLT8D1,0.9152893964592792
BTAF1,1.031489593933658
FRAT2,-0.6864418301431472
CDH12,2.957340255751178
CFL2,1.4111010472290764
ZBTB42,0.7308501896632529
FTL,0.5784623995093208
EBNA1BP2,-0.824299488358193
TMEM30A,1.2407712695013084
SCN2B,-1.3123380151764075
FPGS,-0.6031288986487793
B3GLCT,0.6378340694265634
PPARGC1B,-0.8859692566399069
NEK8,-0.7658721157796881
LTA4H,-0.7603266314938066
SNU13,-0.6366611974371577
NHLRC1,-0.9100554051147841
PANX2,1.1476852282419288
TSPAN12,1.7754739046480896
HTRA3,1.4296561537988195
SLC35C2,-0.5245937907256291
NENF,-0.5422871497779245
GSC,2.5070083864429042
DOK1,0.9079119191344384
TUBG1,-0.854267537385127
ST6GALNAC3,2.0562862212634836
ARSJ,0.6859808613437007
ZNF692,-0.7448593441791008
UNC119,-0.6011534474915281
MYH10,0.6321202950374443
CWC22,0.7418904827562014
DROSHA,-0.7854102560376532
MMP10,-2.4848823581699353
HOMEZ,-1.086813251877517
CACNA1C,2.5585960696122854
PRDM4,-0.6846659283705019
NUDCD3,-0.5251041977564571
ERFE,1.0094229257991822
ARF6,-0.6107321644439789
CHDH,-1.2796304336184028
R3HDM2,-0.5762445047281705
ADAM32,1.3443089814830125
DPF1,0.9843656137765172
"NASP",0.7063180396771506
RPGRIP1L,0.6280749043123661
SHANK1,2.572925257800135
BZW1,0.9831298149231548
ADRM1,-0.6733245865763012
RBBP4,0.7321622656229878
IFIT5,0.9925721718680984
ADGRL1,0.7343039524753637
ZNF891,0.7398336234213174
PTPRM,0.6202772042229846
RPS11,-0.928288347612716
MYO6,-0.6295421857123901
RFFL,-0.621943597192636
ZNF568,0.861696923579002
PPARG,1.110784200951045
MIB2,0.7423500203733181
TTI1,-0.5689787337846315
BOLA3,-0.6736893983500695
PLEKHB1,1.2484783655128708
POU2F1,-1.0463004850014317
FARSA,-0.8667797625051729
ACER3,-0.6744593982677158
WASHC1,-0.6950427095593417
HSD17B12,-0.6105785015387422
MAP11,-0.7536441515205645
DUS2,-0.6276275835033317
CMTR1,0.573609841974706
COL11A2,1.220766054111085
TNXB,1.5344123339887141
FLVCR1,-0.7098487936645869
SEPTIN7,0.8801962769828945
BIN1,0.948913042682683
FP565260.1,-0.6432119243301646
DFFA,-0.6586805919867151
DDA1,-1.0007697619362268
FZD5,-0.7526923598122502
EPHA4,1.6881311783818318
SPON2,1.88679030460396
ZFHX2,1.2689052761701127
RPS6KB1,0.6853309869354635
SLC35A5,0.9544371151443773
TBC1D9,0.6897767046002822
FEM1C,0.7254983927107127
ATP5MC1,-0.7843489274482707
GCNT4,-2.9597792736865447
ARFGAP2,-0.5653960181613772
ARPC1B,-1.3781635354856503
IL32,-1.4792746424933243
XYLT1,1.017469382830793
MTX1,-0.5600053987191168
NT5DC3,-0.7605922992421217
SMARCD1,-0.62977573088687
DEF8,-0.5941749668042372
MYD88,-0.8803892776392176
PMF1,-1.0336098458479688
TMEM150A,-0.9382321388495527
UBE3C,-0.5130219237461094
TOX2,1.4795623569886498
ARHGEF12,0.5836411824482122
IL6,-1.9083798498692308
TNIP3,-1.801043485986039
SUZ12,0.9116761347929832
PCSK5,1.2041599573361588
DNASE1L2,2.2463624187917297
ERCC8,0.9980009995882206
CLK3,-0.6340230581587321
POLR2J,-1.1865324518099063
VIT,2.8875266311212213
SCN2A,1.3766922858557393
FAM189B,-0.69843777304953
ANO4,-0.8868096467447559
TSEN54,-0.6964935748859203
WAPL,0.594964634137059
GSK3B,-0.6589199423506295
SHFL,0.759650629023009
PEPD,0.520941256744094
AZIN2,0.8207395815922038
TGFB1I1,0.6904593991397927
MBNL2,-0.6735188365444533
SMOC1,-1.0487383740710485
RPL24,-1.3994992113654487
MTMR10,-0.671222666955602
CCDC138,0.7450912622643806
ABCA1,0.8377179160582505
VDAC2,-0.7430647059118477
CDK15,1.0356702479134858
RPL7A,-0.7613714902378519
NBDY,-0.8787876164953605
EIF2B2,-1.0376488121017113
ZNF860,-0.8106133162834256
ATAD2,0.7544723084783416
WDR54,0.5262060661725193
THBS1,-1.1645827563750106
ZNF718,0.6910049762574034
"NABP2",-0.765962750201201
PSME1,0.6528264028021266
RAB3IL1,0.8584360319867727
GOLM2,0.6105847993026967
TRPS1,0.8146342101541706
HSPH1,-0.5917091099307155
STK26,-0.680158037799153
ARF3,-0.6883757204968799
NT5C,-0.5545029227620407
SHC1,-0.5714401657840775
CHP1,-0.6258322947599558
OBSL1,0.5331332229499279
POLD2,-0.9153870096828757
FXR2,-0.5370136176223214
ABCA7,-0.773737967867086
IL36RN,-2.9138505115869475
PGM5,1.532327237568689
PHIP,0.6889483561284194
KCTD6,0.8609015766248705
SSU72,-0.6174559112676015
CA8,1.7047528967510177
CNPY2,-2.0035303610546635
NUDT4B,-0.9876217091918861
RAB5B,-0.8240187836270858
HDGF,-0.6918680557012802
JPH4,2.0846925488640666
SINHCAF,-0.7783783412614727
SLC6A8,-0.6302382470533916
B3GNT2,-0.6329256426621884
GID8,-0.5212282160471488
STAT1,1.099690837782597
FIGNL2,2.008170711356164
TAF12,-0.562421890714683
FICD,0.7890453073610163
TTC13,0.7926788661568984
CUL3,0.6544656362119979
GOLT1B,0.7934042826913467
JMJD1C,0.5719373025028965
CCNO,-0.7339475751957556
SNAI1,1.855256549369299
TMED9,0.5274338144083707
IL2RB,1.3186706927379257
TRIM6,-1.15941958705137
TIMM50,-0.7172278263043066
C6orf89,0.5001744772946107
NUDT18,-0.7112269089024653
