gene_name,logFC
ZNF689,-0.14725169022726847
COQ8A,-0.4440020137847114
SKA3,0.11331171144347706
CTTN,-0.14309020454198998
TERF2IP,0.16496207955064712
COQ5,-0.13409517878295418
NUP58,-0.10402202031035687
WDR11,0.11196447507226848
TMEM250,-0.13708285448949
TEAD3,-0.14919002152560157
PPP2R5A,-0.18067103962543193
ERN2,0.3261798096330304
TMEM145,0.20308469374952812
DPP10,-0.6642272291467108
CCNI,-0.11378809495196032
NDUFS2,-0.15647925445799993
CPNE4,-0.28928564236170834
SIRT7,-0.14687537645164728
C1QTNF1,0.14513552139166605
HTN1,0.7588169412916499
NCDN,0.16504989881757304
ITGB1BP1,-0.0991250738173041
GSTO1,-0.12858378228952777
KPNB1,-0.1245151986601452
RARA,-0.1714896114563703
AC090004.1,0.21206914970613386
MARCHF1,0.2743086815977164
TMEM43,-0.11457140575441936
IL16,-0.23541795566732693
STK38L,0.22333458839470605
GPR37L1,-0.25693613104775137
EPHX3,0.399989240011434
LYRM1,-0.12010428804206971
SLMAP,-0.1151601741468213
MRPL28,-0.10615062461049618
CCDC158,0.5081647691281015
RHBDF1,0.12391264883555939
PRKN,0.4485050276434481
SPANXD,0.66114237094088
BX004987.1,-0.4789450230220118
FGL2,-0.6042719586590273
WDR87,0.5830880788902818
AC092718.7,0.42080580041618043
CCDC96,0.1806447427418769
SPECC1L,0.1157064870976377
DDTL,0.16875406211921415
SIRT3,0.11608721780630939
AKT1,-0.1085897884137428
AMMECR1L,-0.10937798066187672
LINGO2,0.4193080258057288
GTPBP2,-0.12527572102934478
GLUD1,-0.12437798843733341
ZKSCAN5,0.10191359390580124
TRMT10A,-0.18761849788055274
NOMO2,0.10320908869707615
H1-3,-0.48249942742277935
SLC4A5,0.26915009076853735
BST1,0.18638966417023728
MED26,0.14021539884584563
MRPL42,0.16920276674616716
MSH4,-0.40210137367276
RNF170,0.12363908107242354
RAB6A,0.17953753639594547
CXorf56,-0.1021824157968566
CHMP5,-0.1148781102667883
UBE2V1,-0.14887667385874112
KIFC1,0.11228873041107193
SPG7,0.10881197752680327
MRPS10,0.16693587789279243
TATDN3,-0.20699727491450726
DAP,-0.12826570336875992
ATPAF2,-0.11918504815919473
MAEA,-0.11753158014244736
TMEM128,0.21973406536986972
SYCP3,-0.39487826607087245
PCDHGA8,0.409419397935357
AP003071.5,0.4145018106291453
TRMT5,-0.14829145858074583
THAP8,0.17541710220006917
C15orf62,0.16408857284429304
ZNF623,0.11012216141507448
FARP2,-0.10647152444612704
RND3,-0.14131198753758828
RAB8A,-0.15568707595272213
MICU2,0.22469527711887496
ZNF830,0.1191381176916005
ATP10B,0.5812407370815167
RAB4B,-0.25637831429863883
"NAGK",0.12942191713464588
TMED2,-0.09785850661421756
OAZ1,0.10499491739286372
PRMT6,0.10798185109104341
AZIN1,-0.16199582556950018
LAPTM4B,0.16335220889245614
TDRD6,0.4463388564694763
PIP5KL1,-0.1469896800238956
UQCRC1,-0.09648477409579766
NUDT16L1,0.12241641857790717
CARF,0.1394105716671723
CRY2,-0.13082797748575192
RBL1,0.10863106601116045
MICB,-0.13649050441768373
C8G,-0.30748606397626665
LSMEM1,0.35821226525951355
NMRK1,0.1627247129438911
ACTR10,0.2534431718567426
KANSL2,-0.11360526643360012
RIMBP2,0.5606930912801295
NRDE2,0.13872301000277437
ZFAND5,-0.11218786289634544
CHD4,-0.10986790480103892
CNGA2,0.74373106291354
HES7,-0.1494586647870498
SMIM10L2B,-0.2105077985182
GBA,-0.14372325729740654
PIWIL3,0.6032304717668546
LRIG3,0.11566913912503492
KCNJ3,0.6648113472073698
PSMC2,0.092661203108525
CTSE,-0.48863984618544914
SPCS3,-0.1362083783934164
RBM15B,0.11810775269193569
CYP27C1,-0.12960337981729658
RRP1,-0.13693707162870827
RDH12,-0.24335268171349062
ITGB7,0.3922202314327149
TIPARP,0.14200327815171251
B3GNT7,-0.20095737290888838
SPIRE1,-0.10134396897306042
ARIH2,0.08938245959619567
ABCC10,-0.14854876465681927
MED7,0.15801672573957246
EIF5AL1,-0.13788976933826103
LZTR1,0.16667917168422833
MTCH2,-0.12388591851613309
OR12D2,0.62754189337181
CXCR2,-0.24370674511358434
PDE10A,0.40789145751746975
TP53INP1,-0.2986500601124277
NHLRC2,0.09320319710876189
PBX4,0.16427033336144048
TCTA,0.15774349639004645
ABHD10,0.11085254858805567
ENPP6,-0.3778353618143485
HYAL2,-0.09521780760552531
PRAMEF12,0.6828833685910572
GPT,-0.3738283139866819
ST3GAL1,0.1619475620331415
RDH11,0.09614934201521534
IVD,-0.0975376674245349
INCA1,-0.14971134927260227
ANP32A,-0.11071152423258965
EIF5A2,0.17957472532550575
MGAT5B,0.20177204020405257
FBH1,0.12173143032402665
WDR73,0.1305830159580035
ATP7B,0.11086674910650655
POC1B-GALNT4,-0.42825182842805415
"NARS2",-0.19574656103675975
CCDC130,0.11324739136855282
IK,0.11811131238680056
PNO1,-0.15303434750317724
UPRT,0.13156865773863477
TPGS2,-0.11739376833498072
ZBED3,-0.19441505675226972
ABHD3,-0.12852357563223143
RPL31,0.10830649103708598
PODN,0.6450378921660253
CYP2R1,-0.19830887734372452
FBXO42,0.10183767682498884
EFHB,-0.3203579217463978
PGLYRP1,-0.5200544414919182
LHX9,0.41448855195597667
FAM76A,-0.12329793984666378
EXOC3,0.10497349383189608
YAF2,0.11885460105248923
ZXDA,-0.13417948039972413
CYP1A2,-0.5082287791050306
CCDC91,0.174834645768388
TMEM254,-0.19091346590107128
MRPL22,-0.11467127331797634
CLIP1,-0.11841588481330449
KRT79,0.38533613465036065
HOXA3,-0.21005045218795898
DSPP,0.48346402735970573
SDR39U1,-0.13847214850242873
CDC7,0.14350658616451387
EOGT,-0.09760146917537135
GRM2,0.2797500349200418
ARFRP1,-0.12699829656592315
PLA2G7,-0.4630255686597377
BHLHA15,0.2741656285945377
TLE5,-0.10377609749735041
H2BC13,0.31576630404172396
EDAR,-0.5103546008199483
STX5,-0.10496256356959184
WDR55,0.10575790558242505
TMEM70,0.17306790273879039
TPRG1L,-0.10950780654200645
GNRH1,0.21686843828117347
"NAPB",0.18701158291084066
PGBD2,0.16158445825794965
L3MBTL1,-0.16246137779631994
PDCD1LG2,-0.16994350640046701
CYP2A13,0.7236598985110636
MSL1,-0.08986289318583662
PDGFD,-0.22590715166888606
CD81,0.12780491839510122
IRS2,-0.13017140056006016
POTEI,-0.19426628581514124
SCAF8,-0.12281585620195327
GNPTAB,-0.12124490937441568
ODF3B,-0.22486122936362596
VDAC1,0.13702880965193537
PSMA1,-0.14612101917032377
ADCY4,-0.3131536956000411
C7orf25,-0.43307827972920465
PCYT1A,-0.1042135095340007
ANKFN1,0.6122296270011306
SLC39A3,0.09880648099373827
NBPF20,0.11375432228455563
POU5F1,-0.15952663275495016
WDR13,0.1028654720963238
LDLRAD2,0.5053607210514917
AQR,-0.10696826955406966
TMEM25,0.11694465375774982
DRAM2,0.31230597622046363
LEPROT,-0.15560103080072
DARS1,0.15586736125895134
UBAC2,0.10370744058894117
PRSS53,0.3132385930643635
LDOC1,-0.17567011489338116
HEXIM2,0.1656627972649208
CT47B1,0.702785400306554
RYK,0.08493935422077224
JAGN1,0.09608042504014404
MTMR6,-0.12033480984879626
SS18,-0.10611086566255755
DSTN,-0.16288261845632862
ANO3,0.6006315156477493
LASP1,-0.12340468620736918
H2AC20,-0.24195227473820793
EVC2,0.10763862407031037
EGLN1,0.15457181646504103
C12orf50,0.4882263666143862
ADRA1D,-0.4650627884239012
NEK6,0.1022406931236842
MRPS35,-0.13003943721817499
TYW3,0.14299835886056897
APOE,-0.19207666079768837
MIS18A,0.12483363158224632
PCDHB2,-0.39649542983545116
ATP13A2,-0.10403602795686125
TEX101,0.5915861494987638
RABEP2,0.20436871993461242
EMILIN1,0.18951965393662645
AL121753.1,-0.22941277874860347
HLA-DMA,0.15467232266957703
MGAT5,-0.0985929215532669
PTDSS2,-0.11326606338799518
PI4K2B,0.19982080997668095
SEPTIN6,0.1557557330297008
IER3IP1,0.16583995040102723
GTF2H1,0.11706534738075955
DIS3L2,-0.10421563920881059
NT5DC4,0.3930955510611728
AFMID,-0.09797263795760736
TGFBRAP1,0.10895025078293476
TMEM126B,0.14973551942634455
CAV1,-0.11332300683848606
IGF2BP3,0.26424335296849366
ZNF143,-0.09528247024821161
DHRS4L2,-0.10884104605958418
KIFC3,-0.09371653303104052
USP8,-0.10239918835867917
GPR18,-0.42521551573497707
CHD8,-0.10814634939584597
ADCY10,0.34504265385297517
ASAH1,-0.09854992087230158
CCDC125,0.10844409255100812
OR2T33,0.4322099589097101
LCA5L,0.23938596806454135
CPNE2,-0.2015631524580043
ATP13A1,-0.1435342014763721
SPTLC3,0.13802539000058697
SVIL,-0.1523359144211186
RPS13,-0.19210826840209463
EGR1,-0.14757850263074684
ZNF474,0.39172295220237163
OR1D2,-0.6359246869047478
"NAA16",0.12216434355350367
CMTM6,0.13602744081910859
KEAP1,0.10937561779360373
POMT2,-0.11391093590262816
NOMO3,-0.08661333790427235
ARID5A,-0.1267338666514806
RPP21,0.17225143310012087
MYCBP,0.24223994684414082
GNMT,0.30066475495715617
NDST1,0.1241136436936496
ZNF202,0.11000350365139781
SLC35D1,-0.12230678945376272
DDX20,0.10841729289705168
ITGAD,0.5911144692023124
AC005726.1,-0.3741518981998959
SLC52A1,0.33738305108478406
NUTM1,-0.30659054519355905
CTDP1,0.10998764999115812
ZFP41,0.15743319245627999
HELB,-0.15996570976745414
SPATA32,0.25221635432519934
C17orf49,-0.23825762562760636
RANBP9,-0.09386099139867671
C10orf143,0.24816035622765006
PRLR,0.36291796138904975
GNPDA2,0.1499015101308524
ARHGEF9,-0.11130589399926961
NDC1,0.12460195798692364
RNF145,-0.09076743944317221
CYP4V2,-0.18973631081481449
FAIM,-0.16499420395010472
PSCA,0.2863896685140311
THEM4,-0.10510014841265308
GUCY1B1,-0.22198357113827535
GFAP,0.3021490880981891
PLAA,0.10310558658481506
SLC6A9,-0.20106993829344844
MESP2,-0.23297795211590122
BRD3OS,0.12218696026325022
AAMP,0.1250145366465777
WDR72,0.4879867098656659
CDKL1,-0.12301740537775717
AC013394.1,-0.5267767220994007
BOD1,-0.12076901637017026
AC012184.2,-0.2784937210738071
RNF166,0.10186969755014263
H2AX,-0.13870443951015862
CNTROB,-0.11300187128953709
BTF3L4,0.11569780115798965
ZNF564,-0.2784500873212401
CPA2,0.26030812445945667
NUDC,-0.11378306980252016
KIAA1958,0.11293673244381083
METTL5,0.1709150952130488
ZSWIM5,-0.2896007035882551
FUBP3,-0.12321632197856744
NFE2,-0.1952243479141076
PSENEN,0.15123057495691153
GEMIN4,-0.09543948914210154
CNIH1,0.08336971311536187
TAS2R20,0.5007127743952778
PRAMEF33,0.6947410206836636
MCUR1,-0.09646045268017943
FAM118A,-0.10665743049987884
IFT46,-0.09770522913443014
RNF138,-0.11449994368026815
OR11H12,0.6740788584275088
ALYREF,-0.12177282231223997
MVB12A,0.09989676198277773
CCDC183,0.2005390045007462
ZNF174,-0.12499059558561275
GLO1,0.12009733040349262
DDX39A,-0.10287442238094582
PDZD7,-0.1812523632987361
RNF103-CHMP3,0.39716120414593037
PDE4DIP,0.09738010855630422
NT5C3A,0.21266996431472332
BTLA,0.5173670944907003
TRIM5,-0.14750175799534976
KDM4A,0.11182930545799641
NDUFV1,-0.10224479510114055
ADCY9,0.13022439717138962
LZTS3,0.10444192500159549
KMT5B,0.1328301172694824
IARS1,0.10236688458905276
DACH1,0.47774138623895973
REPIN1,-0.08848196573423714
TRAPPC6B,0.16786008463688898
TBC1D3L,-0.15753382172183417
S1PR2,-0.12119702218116435
RAB29,-0.13188787138248212
ISOC1,-0.11765755031858939
PARP8,-0.10135182065917978
ACADVL,0.10102458824627224
TMEM39A,0.10602915958300232
RBM6,0.09642978833892017
TMEM267,0.174173019659131
CA3,-0.3440777957747793
ACKR2,-0.32762270939019117
TLE4,0.09231712831457076
LRRC73,0.19219746647392524
ANKRD52,-0.16146163689344406
ETNK2,0.13509141337370248
COPG2,-0.17401637541603202
LRRC46,-0.1972211554946524
MFSD5,-0.11615849932663722
CCDC9B,-0.1255483337883424
MZF1,0.1201613320637218
NEURL2,0.2907516820217733
GABRP,0.5286142984138603
NIPSNAP1,0.09093966578012687
GPSM3,0.13303238847748225
NCOA2,-0.14648843943800605
NPIPB15,-0.13673880469482763
MMS19,0.08164767138913712
SCO1,-0.0962537041296425
CCDC17,0.23051967148078437
HOXA7,-0.2141157146346721
BICRA,-0.15278930870719265
KLK1,-0.2034890849650551
C17orf75,0.12954614889922114
PIP4K2B,0.08388370800795111
NOL8,0.09771041814650386
FBXO45,0.13066059747486658
WWC3,0.10175794951996779
PFKFB3,-0.09710872443122512
DSTYK,-0.09380117947382677
LGALS2,0.2052606503034675
SMAP1,-0.10298367712119856
PTPRK,0.15032146343653308
SCAF11,0.08677110662118769
GPD2,-0.08782444400075737
ITSN2,-0.08405055691285394
TCEANC,-0.2079019017053624
PLSCR2,0.47954868603445405
ISOC2,0.08339359367060413
ZNF496,-0.08931579642949805
ZNF552,-0.11147331122701307
CYB561D2,-0.1209846030800634
AL353588.1,0.4025565229812154
TXNDC2,-0.2790520743116273
TOP3B,0.40872372341506613
SKI,-0.10584132973758567
SLC25A52,0.5361541868818128
TMEM203,0.102932630503633
PKIG,-0.12932355895988218
ANKRD54,0.12311956277429725
BGLAP,0.5134627591458331
XRCC3,0.09241991202954858
SOX30,-0.2874903507624828
SMIM4,-0.12012529050851536
NXT2,0.16615461714213747
ATOH7,0.45072423416936214
BTBD1,0.09255835111069682
CFI,-0.4696351029655325
SLC46A3,0.20334280122575416
PSMA7,-0.10757529082186097
ZNF707,0.11889726183562291
CFAP53,-0.2247212318953002
ADH1B,0.5742625417150725
"NACC2",0.10380258686477095
MID1,-0.12060582807929968
OTOP3,0.5821980512334406
PNPLA2,0.10105067741030646
RBBP5,-0.08558561041280366
NT5C2,-0.08744020858576916
PPEF1,0.5475172545662261
VAMP4,0.1936286378634046
MRTFB,-0.1305639443845632
ATF2,0.12679870153454495
AC087632.2,-0.49821907794035847
SLC39A5,0.2753412909233715
PMPCB,0.18970498181575818
H4C9,-0.17598265222164236
MB21D2,-0.11755412389985995
WDR25,0.10870342585730877
KPNA4,0.10830085379802261
CMTM2,0.3555207941682269
DNAH5,0.14518566336326041
LRBA,-0.08733429076786706
CDC16,0.11302161824378336
FOXP2,-0.4304144732203851
PROX2,0.23152037079420437
RAD51C,0.12511735371864607
TRIM36,-0.1687439516300282
FAM72A,0.25613736216153266
CCDC25,0.09572691880409812
AHDC1,-0.1407287323782989
NF1,-0.08616861049251254
UHMK1,0.09178459151159277
NTRK1,-0.2832417733018217
TMC1,0.34614234766146557
RHOA,-0.10257661427971719
AGT,0.26981518768843205
DLGAP3,-0.22678501405570828
RBM8A,-0.07949698747299656
INTS1,0.10821118076869551
MAT1A,0.48464246084750023
PAK5,0.4476592271827496
TMEM168,-0.13800454336821413
CDC20B,-0.3429951819352669
DHRS4,-0.10743032502094654
RNF185,-0.09019535192287928
NUTM2E,0.1949961860967782
PCARE,-0.49170353194626504
FAM95C,-0.18458225176422718
SLC7A14,0.4428328433443825
CCNC,0.16684865329340223
LILRB2,-0.5283192218489583
C17orf107,0.25069253607184744
TMEM104,0.13955398814564518
RIMKLB,-0.14271464564595548
C17orf100,-0.1484867975188283
UMPS,-0.08807181685443231
WDR31,-0.10927416071698061
RPS27,0.16364177382675837
PLA2G4B,-0.2602600096691437
RAD9B,0.2044549132814454
ELAVL3,0.4904759481148876
SYT17,-0.3196432289653899
TBC1D10B,-0.10395448775220141
DYRK2,-0.09577618728285438
CKS2,0.08260847269740797
GDF15,0.27072093315998347
ZBTB40,0.12544642358361904
WDR92,-0.10250123990649873
UEVLD,-0.12860297264704793
HOXB13,0.4146386077642369
NEURL4,0.124369247096569
PXDNL,0.3114945809581023
UTP11,-0.09432999183359221
NFAM1,0.4085966021708606
GRIN3B,0.25173158143372054
ASAP1,0.1411909612335389
IP6K2,0.07537616444614152
"NANOS3",0.3729836532172212
TOR1AIP1,-0.08710953009033928
SETD2,0.1010163934228062
SPHK2,-0.13155893422620488
ACAD11,-0.13426363294636154
TRDN,0.4984063354490667
OR9Q1,0.4723609298674122
PLEKHA2,0.09571137524849095
OXR1,0.16599767895202794
RNF25,-0.15180025897462207
B3GNTL1,0.12621302604800808
PTRH1,0.32085644080164044
ATPAF1,0.10700391593308593
RGS10,0.10345571583005163
PPA2,0.22780354318478832
NDUFA6,0.08345768170132913
TECPR2,0.0953426994207168
MCM10,0.09806142633632862
ISLR2,0.30250302999519346
NBPF15,-0.08609700281194009
MED20,-0.09856517179781914
FASTKD2,0.16358441663118367
AC068946.1,-0.3909486500706141
CDH20,0.31002506701450083
HAUS2,-0.10772373283595604
EPS8L3,0.5145722581229457
PACSIN2,-0.08830258877558204
MAPK9,0.07799196091295062
SMARCAL1,-0.09408356125131162
ATAD3A,-0.10973339657255843
ESYT3,0.14191668048839098
ERO1A,-0.12917580738249007
CEBPG,0.12028271325902788
SRA1,0.08109354028723584
NR5A2,0.28641076439860824
GOLGA8B,-0.12116313348237652
SEMA4D,0.12844433775531988
TMEM37,0.37679737164999993
NOL12,0.11699303657521151
HECW1,-0.28486910107754965
UTP6,-0.0937192143551867
SLC38A9,0.11093502048885322
HNRNPA1,0.13589218741437786
CNST,0.10556346482224971
CDKN2B,0.09691107439415633
MRPL23,-0.12007515359046983
FTCDNL1,0.2217184189286714
NDUFAF1,-0.10818228980685586
SLC26A8,0.26037666462327186
CAVIN1,0.13011149216099188
SYNE3,0.1340934967920263
ZNF585A,0.12327573493688429
ZNF536,0.5298514140053521
TESPA1,-0.5339291404470181
AC244197.3,-0.18472428677302374
KIAA2013,-0.08906274547867818
C8orf58,-0.11111477849084193
ANKRD42,-0.11628601330692143
CLDN5,0.35141715852950794
KLF4,0.1959868825004211
SPATA20,-0.08146987135894095
ALG9,-0.10567271988972862
ATP6V1D,0.13216553120566052
ARHGAP24,0.22696195799575003
DCUN1D1,-0.12515046503632463
IQCE,-0.14737187939511281
ZBTB9,-0.09515221178053436
MRPS9,0.09180174683425472
ZFAND1,0.2679963209906863
NOMO1,-0.08174304215606562
FRA10AC1,0.1772747409557099
CACHD1,-0.1594400433648876
ADAP2,-0.16329056446326373
DCAF11,-0.07661874422561973
C12orf29,-0.13221974677683723
GNE,0.11008535626508402
BMP8A,0.16698629882000968
PPP1R37,0.09759770151753036
GNAI2,-0.14255249526952884
AC010325.1,-0.2760186846708924
SMIM2,0.4362298467683335
STAT5A,-0.11707638761662134
CBLN3,-0.16413555209411199
CHST6,-0.13892117257147976
DNAJC21,0.1169511716185451
PPP1R2B,0.14719649361095094
OR13C9,0.609976155970882
CNP,0.08223266659193149
SIDT2,0.09000547212286587
PALM2AKAP2,0.13238751642058944
HTR4,-0.4438604922259918
TRIM41,-0.08907803312811573
AC114490.2,0.23220168209012448
PPARD,-0.11401213817551656
METAP2,0.10469309358635497
SYT2,0.1967778157314738
SERP2,-0.1268364185006644
CSE1L,0.17477478691766568
PYGM,0.20575487428135397
EIF4A3,-0.083711835245901145
ANGPT2,-0.321446616213718
SLC39A9,0.09031896551675783
SPATA6L,0.16673097667770154
CABP1,0.33314386057553325
ZNF827,-0.15836347049400684
TAC4,-0.43871164108233074
RAPSN,-0.34089911826376607
ARPP19,-0.10863580236219608
SLC22A14,-0.2806737991844687
RAB3GAP2,-0.08033320206406806
SCML1,0.09490660492029998
ANKRD23,0.24600292616529779
RCOR3,0.0913290527069658
MRPS18C,0.11164048277585918
OR8A1,0.5254723918266933
COQ10A,0.10087660526710883
FAM47E,-0.3392102075216523
SIVA1,-0.08990339234782559
AC138969.1,-0.15424406862898415
C18orf25,-0.08836638858892207
CTDSP2,-0.0744907734278584
SLC35B4,-0.08528581813247595
MRPL19,0.16334983471701786
FIBP,0.08001299487627837
WDR17,-0.2128280871185098
FAM71D,-0.3133878168286034
KCNMB4,-0.16136427275703696
ACSL3,0.08137494368470001
LSMEM2,0.29370047741142785
FAM209B,-0.29708749775774784
AKTIP,0.15583869136395506
ERGIC1,0.12307537631709303
ZSCAN21,-0.10291172613854388
TBC1D24,0.10532600697385043
RYR1,-0.1593729693774258
MATN4,0.2751234014458868
AL391987.2,0.2519226924096482
RASGEF1B,0.3704957395163285
VTA1,-0.07463228594977335
KIF24,0.11164957187806517
PTPRA,-0.07198502993132327
MAPK1,0.07255065481006212
AL031708.1,-0.2106578646909391
NRG3,0.5962143257086824
FCHSD2,-0.0986143631989713
METTL16,-0.08074918136223616
GTPBP6,-0.09163676429417902
RBX1,-0.09464704446083011
ZNF646,-0.107296486990907
EPB41L5,0.11754964295520301
STK33,-0.14732365509934237
NTHL1,-0.10158174827661653
RNMT,0.08766905700261166
MRI1,-0.10821488380021042
LRRC14,0.09374957984079679
MITF,-0.14438458174658875
CLDN6,0.2398276055348229
ARL6IP5,-0.10022130684359618
SLCO4A1,0.15338770996892143
AQP1,0.3306109229497638
FANCC,0.09248216158023626
CTF1,-0.15242927237677062
PTPN11,-0.07796297362011399
AGGF1,-0.11611412952739843
DPP6,0.4286277766584244
ECT2L,0.43157907364023945
SMAD5,0.07967842611552281
HES5,0.22900797969839273
DNAJC17,0.09311776768521535
CENPM,0.09949683570706351
FADD,-0.11250463402577757
STK19,-0.10956271062255095
GARRE1,-0.10331547946319593
"NAIF1",-0.10242827152516597
AMT,0.22677255755147618
NVL,-0.0833171350807893
BICD1,0.12116364985576465
CPSF4L,0.33098014552551636
TMEM41B,-0.07782831450275428
WDR93,0.29464794716687803
C2orf49,-0.12308654950700998
EFHC2,0.23906375344367975
MGAT4C,-0.4550360364059536
UPK1A,-0.34183446025055814
MUC20,-0.2774878752479806
KHDC4,-0.07492855850976275
CBX8,-0.1417014457636957
CEP126,0.1181639730791873
GPR137B,-0.09661758864622784
PANX1,0.07778980632685101
LCOR,-0.11807954012076723
CLDN20,0.19945247342965597
RGS22,-0.4414339579024238
PXK,0.12886350989167286
FLI1,-0.17127913860389962
EIF1AX,-0.11968736781839999
PTPN12,-0.10756208159768338
PRELID2,0.1022503274876222
LBX2,-0.20579992779631467
ABCF1,0.10512897369678927
DHPS,0.13678289910465422
PARP16,0.10347295677954801
ARC,0.20146020943974785
TMEM94,-0.08967231167102928
TMED7-TICAM2,0.19319531984597152
TAS2R3,-0.27251928739873404
FAM71F2,0.20269242123930967
ERVH48-1,0.30453699685007235
ASH2L,-0.08214444625975147
KLK13,-0.429939560061523
IL9R,0.3989500587391736
YEATS2,-0.08384480382410979
SPRR2G,0.4832857713259522
MARCHF8,0.0820071472831881
MYOT,-0.286350303178603
STPG3,0.28219000563904445
VWA3B,0.31802482036932783
USP9X,0.09331269667455502
SMARCA4,0.10579499517105652
WWTR1,-0.10273856602504897
KIF21B,0.16897826455059456
MTURN,-0.10995603502328137
NRF1,0.08296251007895897
PPP5C,-0.0884413923084391
PIK3C2G,0.1796187689436059
SVOP,0.4491602929417726
LBR,-0.10636165082101338
ADHFE1,0.1670658762606688
ANXA10,0.3610220732722944
ZNF676,0.4455178795859209
TMEM151A,0.27700006502825675
RAP2C,0.0879420654505911
CD27,0.32031837456172935
ETV5,-0.12505347829700092
EIF3J,-0.07594807831015726
UNC5C,-0.3897854356921332
MATN1,0.29622463196175675
NPEPPS,0.09390938067627079
FAM83E,-0.4084923120578392
TRIM63,0.47304768722885593
DIAPH2,-0.11189288384990194
FMO3,0.43984720306363306
PEX2,0.09258648155921297
C2orf68,0.1180482922089466
DENR,-0.07749934707379931
GTF3C1,0.09088629024702397
TRIM58,-0.18646823209039742
TRAPPC4,0.09261465649957654
CDCA5,0.07450433899768676
STARD7,-0.08004914150273884
FAM153A,0.3117483514804739
CLEC16A,-0.09751086849427094
ACTA1,-0.2535915275220098
A1CF,0.32872427851488945
RWDD2B,-0.09219363008537053
EIF3M,-0.15472065326328321
CBR1,-0.06939898496758481
ENO1,-0.0896418135011643
C17orf78,-0.29331584751300716
ADAR,-0.09314577717468137
DMRTA1,0.18774686963584508
SLC35E3,0.08673047033271386
OARD1,-0.13626393569850065
FAM118B,0.09333298480487802
DMAC2L,0.11241079393267392
ACOT8,-0.07696591499825033
CCDC59,0.11546675902338335
CREBBP,-0.1656147415698183
GRIN2B,0.30456272535594153
PHF3,0.09241725593195046
CBWD5,-0.11518345873781922
ALDOB,0.48782196491983604
ZNF534,0.3310734730572069
PIGH,-0.11644143124372187
EEF1D,0.09078479942544969
PTPA,-0.07656142091551131
C1QTNF12,0.20114190483404878
PLEKHH3,0.11289235361296976
AC004706.3,0.2512763096515939
LSM11,0.1045041638777818
TRPM4,-0.11204135626816389
ACAT1,0.09971414542864762
AMN1,0.2608209318469485
OXCT1,0.10121684590461111
LYNX1,-0.15155269365874705
B4GALT6,-0.09062892001099722
C6orf52,-0.1757218937113489
AREL1,0.07181230630910218
KRBOX4,-0.09126446140485425
CALD1,0.086773720015701
SIX4,-0.08510614632223697
CHMP4A,0.16062276900263178
ETF1,0.08496053639837865
SLC26A6,-0.0918496623949651
SEMA6A,-0.19947794868784333
SH2D6,-0.29020249490765965
ABCB9,0.10424703044820402
SLC8A2,0.2793265363483443
GSTM4,0.1066698652016978
C20orf204,-0.2689851943876517
ULBP3,0.11166606717522319
ST3GAL3,-0.13621005503854558
OAZ3,-0.16279960106706567
CHMP2B,0.14204807186375312
CPSF2,0.10538376135719797
ANKDD1B,0.3879065385412072
NOS1AP,-0.16052193845569573
TEX29,-0.2829886697531168
CDHR5,-0.1675543880776516
EIF4EBP1,-0.10406234773793234
PABPC1L,-0.09234997909269486
FBXO33,-0.10442619137907228
C11orf71,0.1674018979045342
OTUD6B,-0.10073259989278038
PXMP2,-0.10213911976860918
FBXO3,-0.10681106911681276
CRELD1,-0.1791194327743145
NFAT5,-0.0950360929923495
COMMD6,-0.09361488882581227
MED21,-0.08891248460161981
ENTPD7,0.0764024726983514
PAAF1,-0.089212874497161
ATP23,0.1278806948006216
INO80B,0.19761664463647788
SMIM5,-0.28578596863000627
PIGC,0.11184298355875716
CRELD2,-0.08676326226322423
GTF2F1,-0.10523492387859668
SLC34A3,0.2746053844919144
CWC25,-0.07852807588466196
RGL2,-0.08206180627666702
QRSL1,-0.09032701949205449
CASP3,0.11834982601211143
PAX2,0.4213360362486866
TPST2,-0.0777717273848301
MAZ,0.10946945389221392
PIK3CG,-0.5184012226359134
RMND5B,0.07566715227992998
RAD54B,0.12786950423404564
NKAIN3,0.2855126721029632
HEXA,0.08691038765097173
GLP2R,-0.21227121134068744
ZNF480,0.10206301012503988
ABCC11,0.1690288251255522
ZNF418,0.18310391383784386
SPTLC1,-0.06763945646552466
MSL2,0.08423568745042119
CMAS,-0.19213675225942675
FGGY,0.11851361708575811
MCTS1,0.09497818948174847
SYF2,0.08309196752043625
YPEL5,0.11386927186592792
SLC39A13,-0.0954496427246906
EHBP1L1,0.1268479123428621
ZSCAN22,0.10880910549704954
ETV7,0.2577582973027154
ZNF528,-0.11704037671378069
CDK11B,0.08643232818816667
EXOC2,-0.0883229998584731
CDH10,0.22006951804999647
CCSER1,0.3454828317637012
C2CD2,-0.08577893741440903
BCL6B,0.3122535043725782
GOLPH3L,-0.08318953275838228
LMNB2,0.0931574792246931
UBE2E3,0.06899602186560505
EYA1,-0.4014584819922338
TSGA10,0.11855369373459917
FANCD2OS,0.2882428370287084
PCDHGC3,0.09474594707537529
RASGEF1A,-0.2433013280750236
NELFCD,0.3969051827581601
TIRAP,-0.10523375361364619
CCDC78,-0.1309037393693199
WDR83,0.11610605927196538
MRPS24,-0.15666995900065842
MRPL44,0.0910717316144052
CTH,0.09868822526445219
TGFB3,-0.15053107247697692
BRF1,0.11226442604893826
